15;Pará;1500107;Abaetetuba
15;Pará;1500131;Abel Figueiredo
15;Pará;1500206;Acará
15;Pará;1500305;Afuá
15;Pará;1500347;Água Azul do Norte
15;Pará;1500404;Alenquer
15;Pará;1500503;Almeirim
15;Pará;1500602;Altamira
15;Pará;1500701;Anajás
15;Pará;1500800;Ananindeua
15;Pará;1500859;Anapu
15;Pará;1500909;Augusto Corrêa
15;Pará;1500958;Aurora do Pará
15;Pará;1501006;Aveiro
15;Pará;1501105;Bagre
15;Pará;1501204;Baião
15;Pará;1501253;Bannach
15;Pará;1501303;Barcarena
15;Pará;1501402;Belém
15;Pará;1501451;Belterra
15;Pará;1501501;Benevides
15;Pará;1501576;Bom Jesus do Tocantins
15;Pará;1501600;Bonito
15;Pará;1501709;Bragança
15;Pará;1501725;Brasil Novo
15;Pará;1501758;Brejo Grande do Araguaia
15;Pará;1501782;Breu Branco
15;Pará;1501808;Breves
15;Pará;1501907;Bujaru
15;Pará;1502004;Cachoeira do Arari
15;Pará;1501956;Cachoeira do Piriá
15;Pará;1502103;Cametá
15;Pará;1502152;Canaã dos Carajás
15;Pará;1502202;Capanema
15;Pará;1502301;Capitão Poço
15;Pará;1502400;Castanhal
15;Pará;1502509;Chaves
15;Pará;1502608;Colares
15;Pará;1502707;Conceição do Araguaia
15;Pará;1502756;Concórdia do Pará
15;Pará;1502764;Cumaru do Norte
15;Pará;1502772;Curionópolis
15;Pará;1502806;Curralinho
15;Pará;1502855;Curuá
15;Pará;1502905;Curuçá
15;Pará;1502939;Dom Eliseu
15;Pará;1502954;Eldorado do Carajás
15;Pará;1503002;Faro
15;Pará;1503044;Floresta do Araguaia
15;Pará;1503077;Garrafão do Norte
15;Pará;1503093;Goianésia do Pará
15;Pará;1503101;Gurupá
15;Pará;1503200;Igarapé-Açu
15;Pará;1503309;Igarapé-Miri
15;Pará;1503408;Inhangapi
15;Pará;1503457;Ipixuna do Pará
15;Pará;1503507;Irituia
15;Pará;1503606;Itaituba
15;Pará;1503705;Itupiranga
15;Pará;1503754;Jacareacanga
15;Pará;1503804;Jacundá
15;Pará;1503903;Juruti
15;Pará;1504000;Limoeiro do Ajuru
15;Pará;1504059;Mãe do Rio
15;Pará;1504109;Magalhães Barata
15;Pará;1504208;Marabá
15;Pará;1504307;Maracanã
15;Pará;1504406;Marapanim
15;Pará;1504422;Marituba
15;Pará;1504455;Medicilândia
15;Pará;1504505;Melgaço
15;Pará;1504604;Mocajuba
15;Pará;1504703;Moju
15;Pará;1504752;Mojuí dos Campos
15;Pará;1504802;Monte Alegre
15;Pará;1504901;Muaná
15;Pará;1504950;Nova Esperança do Piriá
15;Pará;1504976;Nova Ipixuna
15;Pará;1505007;Nova Timboteua
15;Pará;1505031;Novo Progresso
15;Pará;1505064;Novo Repartimento
15;Pará;1505106;Óbidos
15;Pará;1505205;Oeiras do Pará
15;Pará;1505304;Oriximiná
15;Pará;1505403;Ourém
15;Pará;1505437;Ourilândia do Norte
15;Pará;1505486;Pacajá
15;Pará;1505494;Palestina do Pará
15;Pará;1505502;Paragominas
15;Pará;1505536;Parauapebas
15;Pará;1505551;Pau D'Arco
15;Pará;1505601;Peixe-Boi
15;Pará;1505635;Piçarra
15;Pará;1505650;Placas
15;Pará;1505700;Ponta de Pedras
15;Pará;1505809;Portel
15;Pará;1505908;Porto de Moz
15;Pará;1506005;Prainha
15;Pará;1506104;Primavera
15;Pará;1506112;Quatipuru
15;Pará;1506138;Redenção
15;Pará;1506161;Rio Maria
15;Pará;1506187;Rondon do Pará
15;Pará;1506195;Rurópolis
15;Pará;1506203;Salinópolis
15;Pará;1506302;Salvaterra
15;Pará;1506351;Santa Bárbara do Pará
15;Pará;1506401;Santa Cruz do Arari
15;Pará;1506500;Santa Izabel do Pará
15;Pará;1506559;Santa Luzia do Pará
15;Pará;1506583;Santa Maria das Barreiras
15;Pará;1506609;Santa Maria do Pará
15;Pará;1506708;Santana do Araguaia
15;Pará;1506807;Santarém
15;Pará;1506906;Santarém Novo
15;Pará;1507003;Santo Antônio do Tauá
15;Pará;1507102;São Caetano de Odivelas
15;Pará;1507151;São Domingos do Araguaia
15;Pará;1507201;São Domingos do Capim
15;Pará;1507300;São Félix do Xingu
15;Pará;1507409;São Francisco do Pará
15;Pará;1507458;São Geraldo do Araguaia
15;Pará;1507466;São João da Ponta
15;Pará;1507474;São João de Pirabas
15;Pará;1507508;São João do Araguaia
15;Pará;1507607;São Miguel do Guamá
15;Pará;1507706;São Sebastião da Boa Vista
15;Pará;1507755;Sapucaia
15;Pará;1507805;Senador José Porfírio
15;Pará;1507904;Soure
15;Pará;1507953;Tailândia
15;Pará;1507961;Terra Alta
15;Pará;1507979;Terra Santa
15;Pará;1508001;Tomé-Açu
15;Pará;1508035;Tracuateua
15;Pará;1508050;Trairão
15;Pará;1508084;Tucumã
15;Pará;1508100;Tucuruí
15;Pará;1508126;Ulianópolis
15;Pará;1508159;Uruará
15;Pará;1508209;Vigia
15;Pará;1508308;Viseu
15;Pará;1508357;Vitória do Xingu
15;Pará;1508407;Xinguara
