21;Maranhão;2100055;Açailândia
21;Maranhão;2100105;Afonso Cunha
21;Maranhão;2100154;Água Doce do Maranhão
21;Maranhão;2100204;Alcântara
21;Maranhão;2100303;Aldeias Altas
21;Maranhão;2100402;Altamira do Maranhão
21;Maranhão;2100436;Alto Alegre do Maranhão
21;Maranhão;2100477;Alto Alegre do Pindaré
21;Maranhão;2100501;Alto Parnaíba
21;Maranhão;2100550;Amapá do Maranhão
21;Maranhão;2100600;Amarante do Maranhão
21;Maranhão;2100709;Anajatuba
21;Maranhão;2100808;Anapurus
21;Maranhão;2100832;Apicum-Açu
21;Maranhão;2100873;Araguanã
21;Maranhão;2100907;Araioses
21;Maranhão;2100956;Arame
21;Maranhão;2101004;Arari
21;Maranhão;2101103;Axixá
21;Maranhão;2101202;Bacabal
21;Maranhão;2101251;Bacabeira
21;Maranhão;2101301;Bacuri
21;Maranhão;2101350;Bacurituba
21;Maranhão;2101400;Balsas
21;Maranhão;2101509;Barão de Grajaú
21;Maranhão;2101608;Barra do Corda
21;Maranhão;2101707;Barreirinhas
21;Maranhão;2101772;Bela Vista do Maranhão
21;Maranhão;2101731;Belágua
21;Maranhão;2101806;Benedito Leite
21;Maranhão;2101905;Bequimão
21;Maranhão;2101939;Bernardo do Mearim
21;Maranhão;2101970;Boa Vista do Gurupi
21;Maranhão;2102002;Bom Jardim
21;Maranhão;2102036;Bom Jesus das Selvas
21;Maranhão;2102077;Bom Lugar
21;Maranhão;2102101;Brejo
21;Maranhão;2102150;Brejo de Areia
21;Maranhão;2102200;Buriti
21;Maranhão;2102309;Buriti Bravo
21;Maranhão;2102325;Buriticupu
21;Maranhão;2102358;Buritirana
21;Maranhão;2102374;Cachoeira Grande
21;Maranhão;2102408;Cajapió
21;Maranhão;2102507;Cajari
21;Maranhão;2102556;Campestre do Maranhão
21;Maranhão;2102606;Cândido Mendes
21;Maranhão;2102705;Cantanhede
21;Maranhão;2102754;Capinzal do Norte
21;Maranhão;2102804;Carolina
21;Maranhão;2102903;Carutapera
21;Maranhão;2103000;Caxias
21;Maranhão;2103109;Cedral
21;Maranhão;2103125;Central do Maranhão
21;Maranhão;2103158;Centro do Guilherme
21;Maranhão;2103174;Centro Novo do Maranhão
21;Maranhão;2103208;Chapadinha
21;Maranhão;2103257;Cidelândia
21;Maranhão;2103307;Codó
21;Maranhão;2103406;Coelho Neto
21;Maranhão;2103505;Colinas
21;Maranhão;2103554;Conceição do Lago-Açu
21;Maranhão;2103604;Coroatá
21;Maranhão;2103703;Cururupu
21;Maranhão;2103752;Davinópolis
21;Maranhão;2103802;Dom Pedro
21;Maranhão;2103901;Duque Bacelar
21;Maranhão;2104008;Esperantinópolis
21;Maranhão;2104057;Estreito
21;Maranhão;2104073;Feira Nova do Maranhão
21;Maranhão;2104081;Fernando Falcão
21;Maranhão;2104099;Formosa da Serra Negra
21;Maranhão;2104107;Fortaleza dos Nogueiras
21;Maranhão;2104206;Fortuna
21;Maranhão;2104305;Godofredo Viana
21;Maranhão;2104404;Gonçalves Dias
21;Maranhão;2104503;Governador Archer
21;Maranhão;2104552;Governador Edison Lobão
21;Maranhão;2104602;Governador Eugênio Barros
21;Maranhão;2104628;Governador Luiz Rocha
21;Maranhão;2104651;Governador Newton Bello
21;Maranhão;2104677;Governador Nunes Freire
21;Maranhão;2104701;Graça Aranha
21;Maranhão;2104800;Grajaú
21;Maranhão;2104909;Guimarães
21;Maranhão;2105005;Humberto de Campos
21;Maranhão;2105104;Icatu
21;Maranhão;2105153;Igarapé do Meio
21;Maranhão;2105203;Igarapé Grande
21;Maranhão;2105302;Imperatriz
21;Maranhão;2105351;Itaipava do Grajaú
21;Maranhão;2105401;Itapecuru Mirim
21;Maranhão;2105427;Itinga do Maranhão
21;Maranhão;2105450;Jatobá
21;Maranhão;2105476;Jenipapo dos Vieiras
21;Maranhão;2105500;João Lisboa
21;Maranhão;2105609;Joselândia
21;Maranhão;2105658;Junco do Maranhão
21;Maranhão;2105708;Lago da Pedra
21;Maranhão;2105807;Lago do Junco
21;Maranhão;2105948;Lago dos Rodrigues
21;Maranhão;2105906;Lago Verde
21;Maranhão;2105922;Lagoa do Mato
21;Maranhão;2105963;Lagoa Grande do Maranhão
21;Maranhão;2105989;Lajeado Novo
21;Maranhão;2106003;Lima Campos
21;Maranhão;2106102;Loreto
21;Maranhão;2106201;Luís Domingues
21;Maranhão;2106300;Magalhães de Almeida
21;Maranhão;2106326;Maracaçumé
21;Maranhão;2106359;Marajá do Sena
21;Maranhão;2106375;Maranhãozinho
21;Maranhão;2106409;Mata Roma
21;Maranhão;2106508;Matinha
21;Maranhão;2106607;Matões
21;Maranhão;2106631;Matões do Norte
21;Maranhão;2106672;Milagres do Maranhão
21;Maranhão;2106706;Mirador
21;Maranhão;2106755;Miranda do Norte
21;Maranhão;2106805;Mirinzal
21;Maranhão;2106904;Monção
21;Maranhão;2107001;Montes Altos
21;Maranhão;2107100;Morros
21;Maranhão;2107209;Nina Rodrigues
21;Maranhão;2107258;Nova Colinas
21;Maranhão;2107308;Nova Iorque
21;Maranhão;2107357;Nova Olinda do Maranhão
21;Maranhão;2107407;Olho d'Água das Cunhãs
21;Maranhão;2107456;Olinda Nova do Maranhão
21;Maranhão;2107506;Paço do Lumiar
21;Maranhão;2107605;Palmeirândia
21;Maranhão;2107704;Paraibano
21;Maranhão;2107803;Parnarama
21;Maranhão;2107902;Passagem Franca
21;Maranhão;2108009;Pastos Bons
21;Maranhão;2108058;Paulino Neves
21;Maranhão;2108108;Paulo Ramos
21;Maranhão;2108207;Pedreiras
21;Maranhão;2108256;Pedro do Rosário
21;Maranhão;2108306;Penalva
21;Maranhão;2108405;Peri Mirim
21;Maranhão;2108454;Peritoró
21;Maranhão;2108504;Pindaré-Mirim
21;Maranhão;2108603;Pinheiro
21;Maranhão;2108702;Pio XII
21;Maranhão;2108801;Pirapemas
21;Maranhão;2108900;Poção de Pedras
21;Maranhão;2109007;Porto Franco
21;Maranhão;2109056;Porto Rico do Maranhão
21;Maranhão;2109106;Presidente Dutra
21;Maranhão;2109205;Presidente Juscelino
21;Maranhão;2109239;Presidente Médici
21;Maranhão;2109270;Presidente Sarney
21;Maranhão;2109304;Presidente Vargas
21;Maranhão;2109403;Primeira Cruz
21;Maranhão;2109452;Raposa
21;Maranhão;2109502;Riachão
21;Maranhão;2109551;Ribamar Fiquene
21;Maranhão;2109601;Rosário
21;Maranhão;2109700;Sambaíba
21;Maranhão;2109759;Santa Filomena do Maranhão
21;Maranhão;2109809;Santa Helena
21;Maranhão;2109908;Santa Inês
21;Maranhão;2110005;Santa Luzia
21;Maranhão;2110039;Santa Luzia do Paruá
21;Maranhão;2110104;Santa Quitéria do Maranhão
21;Maranhão;2110203;Santa Rita
21;Maranhão;2110237;Santana do Maranhão
21;Maranhão;2110278;Santo Amaro do Maranhão
21;Maranhão;2110302;Santo Antônio dos Lopes
21;Maranhão;2110401;São Benedito do Rio Preto
21;Maranhão;2110500;São Bento
21;Maranhão;2110609;São Bernardo
21;Maranhão;2110658;São Domingos do Azeitão
21;Maranhão;2110708;São Domingos do Maranhão
21;Maranhão;2110807;São Félix de Balsas
21;Maranhão;2110856;São Francisco do Brejão
21;Maranhão;2110906;São Francisco do Maranhão
21;Maranhão;2111003;São João Batista
21;Maranhão;2111029;São João do Carú
21;Maranhão;2111052;São João do Paraíso
21;Maranhão;2111078;São João do Soter
21;Maranhão;2111102;São João dos Patos
21;Maranhão;2111201;São José de Ribamar
21;Maranhão;2111250;São José dos Basílios
21;Maranhão;2111300;São Luís
21;Maranhão;2111409;São Luís Gonzaga do Maranhão
21;Maranhão;2111508;São Mateus do Maranhão
21;Maranhão;2111532;São Pedro da Água Branca
21;Maranhão;2111573;São Pedro dos Crentes
21;Maranhão;2111607;São Raimundo das Mangabeiras
21;Maranhão;2111631;São Raimundo do Doca Bezerra
21;Maranhão;2111672;São Roberto
21;Maranhão;2111706;São Vicente Ferrer
21;Maranhão;2111722;Satubinha
21;Maranhão;2111748;Senador Alexandre Costa
21;Maranhão;2111763;Senador La Rocque
21;Maranhão;2111789;Serrano do Maranhão
21;Maranhão;2111805;Sítio Novo
21;Maranhão;2111904;Sucupira do Norte
21;Maranhão;2111953;Sucupira do Riachão
21;Maranhão;2112001;Tasso Fragoso
21;Maranhão;2112100;Timbiras
21;Maranhão;2112209;Timon
21;Maranhão;2112233;Trizidela do Vale
21;Maranhão;2112274;Tufilândia
21;Maranhão;2112308;Tuntum
21;Maranhão;2112407;Turiaçu
21;Maranhão;2112456;Turilândia
21;Maranhão;2112506;Tutóia
21;Maranhão;2112605;Urbano Santos
21;Maranhão;2112704;Vargem Grande
21;Maranhão;2112803;Viana
21;Maranhão;2112852;Vila Nova dos Martírios
21;Maranhão;2112902;Vitória do Mearim
21;Maranhão;2113009;Vitorino Freire
21;Maranhão;2114007;Zé Doca
